,date,prcp
619,2017-05-08,0.22
620,2017-05-09,1.62
621,2017-05-10,0.05
622,2017-05-11,0.03
623,2017-05-12,0.04
624,2017-05-13,0.02
625,2017-05-14,0.05
626,2017-05-15,0.08
627,2017-05-16,0.03
628,2017-05-17,0.02
629,2017-05-18,0.09
630,2017-05-19,0.02
631,2017-05-20,0.0
632,2017-05-21,0.0
633,2017-05-22,0.0
634,2017-05-23,0.02
635,2017-05-24,0.58
636,2017-05-25,0.37
637,2017-05-26,0.02
638,2017-05-27,0.0
639,2017-05-28,0.29
640,2017-05-29,0.02
641,2017-05-30,0.2
642,2017-05-31,0.1
643,2017-06-01,0.03
644,2017-06-02,0.1
645,2017-06-03,0.2
646,2017-06-04,0.15
647,2017-06-05,0.0
648,2017-06-06,0.0
649,2017-06-07,0.0
650,2017-06-08,0.02
651,2017-06-09,0.02
652,2017-06-10,0.21
653,2017-06-11,0.24
654,2017-06-12,0.19
655,2017-06-13,0.36
656,2017-06-14,0.27
657,2017-06-15,0.17
658,2017-06-16,0.02
659,2017-06-17,0.35
660,2017-06-18,0.25
661,2017-06-19,0.05
662,2017-06-20,0.05
663,2017-06-21,0.02
664,2017-06-22,0.1
665,2017-06-23,0.0
666,2017-06-24,0.0
667,2017-06-25,0.08
668,2017-06-26,0.02
669,2017-06-27,0.0
670,2017-06-28,0.01
671,2017-06-29,0.03
672,2017-06-30,0.04
673,2017-07-01,0.06
674,2017-07-02,0.05
675,2017-07-03,0.13
676,2017-07-04,0.03
677,2017-07-05,0.0
678,2017-07-06,0.0
679,2017-07-07,0.02
680,2017-07-08,0.02
681,2017-07-09,0.09
682,2017-07-10,0.0
683,2017-07-11,0.01
684,2017-07-12,0.01
685,2017-07-13,0.33
686,2017-07-14,0.05
687,2017-07-15,0.03
688,2017-07-16,0.07
689,2017-07-17,0.12
690,2017-07-18,0.03
691,2017-07-19,0.0
692,2017-07-20,0.12
693,2017-07-21,0.0
694,2017-07-22,0.07
695,2017-07-23,0.06
696,2017-07-24,0.58
697,2017-07-25,0.03
698,2017-07-26,0.06
699,2017-07-27,0.0
700,2017-07-28,0.13
701,2017-07-29,0.06
702,2017-07-30,0.0
703,2017-07-31,0.0
704,2016-08-23,0.05
705,2016-08-24,2.28
706,2016-08-25,0.0
707,2016-08-26,0.02
708,2016-08-27,0.02
709,2016-08-28,0.14
710,2016-08-29,0.04
711,2016-08-31,
712,2016-09-01,0.0
713,2016-09-02,0.19
714,2016-09-05,
715,2016-09-06,0.04
716,2016-09-07,0.23
717,2016-09-08,0.01
718,2016-09-09,0.29
719,2016-09-12,
720,2016-09-13,0.32
721,2016-09-14,1.84
722,2016-09-15,0.07
723,2016-09-16,0.07
724,2016-09-19,
725,2016-09-20,0.25
726,2016-09-21,0.02
727,2016-09-22,0.17
728,2016-09-23,0.15
729,2016-09-24,0.0
730,2016-09-25,0.0
731,2016-09-26,0.02
732,2016-09-27,0.0
733,2016-09-28,0.0
734,2016-09-29,0.2
735,2016-09-30,0.06
736,2016-10-01,0.08
737,2016-10-02,0.03
738,2016-10-03,0.03
739,2016-10-04,0.0
740,2016-10-05,0.0
741,2016-10-06,0.0
742,2016-10-07,0.0
743,2016-10-10,
744,2016-10-11,0.04
745,2016-10-12,0.0
746,2016-10-13,0.02
747,2016-10-14,0.0
748,2016-10-15,0.02
749,2016-10-17,
750,2016-10-18,0.03
751,2016-10-19,0.0
752,2016-10-20,0.01
753,2016-10-21,0.03
754,2016-10-23,
755,2016-10-24,0.01
756,2016-10-25,0.0
757,2016-10-27,0.2
758,2016-10-28,0.07
759,2016-10-29,0.26
760,2016-10-30,0.14
761,2016-10-31,0.0
762,2016-11-01,0.0
763,2016-11-02,0.0
764,2016-11-03,0.0
765,2016-11-04,0.0
766,2016-11-05,0.0
767,2016-11-06,0.0
768,2016-11-07,0.13
769,2016-11-08,0.02
770,2016-11-09,0.17
771,2016-11-10,0.0
772,2016-11-11,0.0
773,2016-11-12,0.0
774,2016-11-13,0.0
775,2016-11-14,0.05
776,2016-11-15,0.0
777,2016-11-16,0.18
778,2016-11-17,0.0
779,2016-11-22,
780,2016-11-25,
781,2016-11-26,0.02
782,2016-11-27,0.03
783,2016-11-28,0.0
784,2016-11-29,0.04
785,2016-11-30,0.03
786,2016-12-01,0.07
787,2016-12-02,0.4
788,2016-12-03,0.26
789,2016-12-04,0.0
790,2016-12-05,0.2
791,2016-12-07,
792,2016-12-08,0.02
793,2016-12-09,0.26
794,2016-12-10,0.0
795,2016-12-12,
796,2016-12-13,0.34
797,2016-12-14,0.12
798,2016-12-15,0.07
799,2016-12-16,0.0
800,2016-12-17,0.0
801,2016-12-18,0.04
802,2016-12-19,0.0
803,2016-12-20,0.0
804,2016-12-21,0.09
805,2016-12-22,0.05
806,2016-12-23,0.03
807,2016-12-24,0.13
808,2016-12-26,
809,2016-12-27,0.02
810,2016-12-28,0.01
811,2016-12-29,0.56
812,2016-12-30,0.29
813,2016-12-31,0.36
814,2017-01-01,0.0
815,2017-01-02,0.01
816,2017-01-03,0.0
817,2017-01-04,0.0
818,2017-01-05,0.0
819,2017-01-06,0.59
820,2017-01-07,0.0
821,2017-01-08,0.03
822,2017-01-09,0.0
823,2017-01-10,0.0
824,2017-01-11,0.0
825,2017-01-13,
826,2017-01-14,0.0
827,2017-01-16,
828,2017-01-17,0.0
829,2017-01-18,0.0
830,2017-01-19,0.0
831,2017-01-20,0.0
832,2017-01-21,0.02
833,2017-01-23,
834,2017-01-25,
835,2017-01-26,0.01
836,2017-01-27,0.0
837,2017-01-28,0.0
838,2017-01-30,
839,2017-01-31,0.0
840,2017-02-01,0.0
841,2017-02-02,0.0
842,2017-02-03,0.0
843,2017-02-05,
844,2017-02-06,0.04
845,2017-02-07,0.9
846,2017-02-08,0.0
847,2017-02-09,0.0
848,2017-02-10,0.0
849,2017-02-11,2.39
850,2017-02-12,1.91
851,2017-02-13,0.0
852,2017-02-14,0.0
853,2017-02-15,0.0
854,2017-02-16,0.62
855,2017-02-17,0.06
856,2017-02-20,
857,2017-02-21,0.0
858,2017-02-22,0.11
859,2017-02-23,0.0
860,2017-02-24,0.0
861,2017-02-26,
862,2017-02-27,0.0
863,2017-02-28,0.04
864,2017-03-01,1.12
865,2017-03-03,
866,2017-03-06,
867,2017-03-07,0.0
868,2017-03-08,0.0
869,2017-03-09,0.5
870,2017-03-10,0.13
871,2017-03-12,
872,2017-03-13,0.0
873,2017-03-14,0.0
874,2017-03-16,
875,2017-03-17,0.06
876,2017-03-18,0.0
877,2017-03-20,
878,2017-03-21,0.0
879,2017-03-22,0.0
880,2017-03-23,0.0
881,2017-03-24,0.15
882,2017-03-27,
883,2017-03-28,0.0
884,2017-03-29,0.03
885,2017-03-30,0.03
886,2017-03-31,0.0
887,2017-04-01,0.0
888,2017-04-02,0.0
889,2017-04-03,0.09
890,2017-04-04,0.0
891,2017-04-05,0.07
892,2017-04-06,0.0
893,2017-04-07,0.0
894,2017-04-09,
895,2017-04-10,0.0
896,2017-04-11,0.16
897,2017-04-12,0.29
898,2017-04-13,0.0
899,2017-04-14,0.29
900,2017-04-17,
901,2017-04-18,0.12
902,2017-04-19,0.0
903,2017-04-20,0.0
904,2017-04-21,1.05
905,2017-04-22,0.7
906,2017-04-24,
907,2017-04-25,0.0
908,2017-04-26,0.14
909,2017-04-27,0.02
910,2017-04-28,0.09
911,2017-04-29,0.95
912,2017-04-30,1.17
913,2017-05-01,0.03
914,2017-05-02,0.01
915,2017-05-03,0.01
916,2017-05-04,0.08
917,2017-05-05,0.28
918,2017-05-06,0.06
919,2017-05-08,0.95
920,2017-05-09,0.52
921,2017-05-10,0.0
922,2017-05-12,
923,2017-05-15,
924,2017-05-16,0.05
925,2017-05-17,0.0
926,2017-05-18,0.16
927,2017-05-19,0.01
928,2017-05-20,0.01
929,2017-05-22,
930,2017-05-23,0.11
931,2017-05-24,0.1
932,2017-05-25,0.07
933,2017-05-26,0.0
934,2017-05-27,0.0
935,2017-05-28,0.02
936,2017-05-29,0.0
937,2017-05-30,0.04
938,2017-05-31,0.0
939,2017-06-01,0.0
940,2017-06-02,0.15
941,2017-06-03,0.16
942,2017-06-04,0.05
943,2017-06-05,0.02
944,2017-06-06,0.0
945,2017-06-07,0.0
946,2017-06-08,0.01
947,2017-06-09,0.0
948,2017-06-10,0.53
949,2017-06-11,0.14
950,2017-06-12,0.35
951,2017-06-13,0.1
952,2017-06-14,0.21
953,2017-06-15,0.3
954,2017-06-16,0.02
955,2017-06-17,0.02
956,2017-06-18,0.18
957,2017-06-19,0.19
958,2017-06-20,0.17
959,2017-06-23,
960,2017-06-26,
961,2017-06-29,
962,2017-06-30,0.0
963,2017-07-03,
964,2017-07-05,
965,2017-07-07,
966,2017-07-08,0.06
967,2017-07-09,0.0
968,2017-07-10,0.0
969,2017-07-11,0.0
970,2017-07-12,0.02
971,2017-07-13,0.3
972,2017-07-14,0.0
973,2017-07-15,0.01
974,2017-07-16,0.12
975,2017-07-17,0.16
976,2017-07-18,0.0
977,2017-07-19,0.09
978,2017-07-20,0.0
979,2017-07-21,0.0
980,2017-07-22,0.12
981,2017-07-23,0.07
982,2017-07-24,1.19
983,2017-07-25,0.12
984,2017-07-26,0.02
985,2017-07-27,0.0
986,2017-07-28,0.14
987,2017-07-29,0.02
988,2017-07-31,
989,2017-08-01,0.12
990,2017-08-02,0.05
991,2017-08-03,0.01
992,2017-08-04,0.04
993,2017-08-06,0.0
994,2017-08-07,0.0
995,2017-08-08,0.1
996,2017-08-09,0.0
997,2017-08-10,0.0
998,2017-08-11,0.0
999,2017-08-13,
1000,2017-08-14,0.01
1001,2017-08-15,0.0
1002,2017-08-16,0.0
1003,2017-08-17,0.0
1004,2017-08-18,0.0
1005,2017-08-19,0.0
1006,2017-08-20,0.01
1007,2017-08-21,0.02
1008,2017-08-23,0.0
1009,2016-08-23,
1010,2016-08-24,
1011,2016-08-25,0.0
1012,2016-08-26,0.04
1013,2016-08-29,
1014,2016-08-30,0.02
1015,2016-08-31,
1016,2016-09-01,
1017,2016-09-02,
1018,2016-09-08,
1019,2016-09-09,
1020,2016-09-12,
1021,2016-09-13,
1022,2016-09-14,
1023,2016-09-15,
1024,2016-09-16,0.0
1025,2016-09-19,
1026,2016-09-20,0.0
1027,2016-09-22,0.06
1028,2016-09-23,0.0
1029,2016-09-26,
1030,2016-09-28,0.0
1031,2016-09-29,0.04
1032,2016-09-30,
1033,2016-10-03,
1034,2016-10-04,
1035,2016-10-05,
1036,2016-10-06,0.07
1037,2016-10-07,
1038,2016-10-11,
1039,2016-10-13,
1040,2016-10-17,
1041,2016-10-18,
1042,2016-10-19,
1043,2016-10-20,
1044,2016-10-21,
1045,2016-10-24,
1046,2016-10-25,0.4
1047,2016-10-26,0.2
1048,2016-10-27,
1049,2016-10-28,
1050,2016-10-31,
1051,2016-11-04,
1052,2016-11-07,
1053,2016-11-09,0.0
1054,2016-11-14,0.02
1055,2016-11-15,
1056,2016-11-16,
1057,2016-11-17,
1058,2016-11-18,
1059,2016-11-21,
1060,2016-11-22,
1061,2016-11-23,
1062,2016-11-28,
1063,2016-11-29,
1064,2016-11-30,
1065,2016-12-01,
1066,2016-12-02,
1067,2016-12-05,
1068,2016-12-06,
1069,2016-12-07,
1070,2016-12-08,0.27
1071,2016-12-09,
1072,2016-12-12,0.02
1073,2016-12-13,
1074,2016-12-14,
1075,2016-12-15,
1076,2016-12-16,
1077,2016-12-19,
1078,2016-12-20,
1079,2016-12-21,0.06
1080,2016-12-22,
1081,2016-12-23,
1082,2016-12-28,
1083,2016-12-29,
1084,2016-12-30,
1085,2017-01-09,
1086,2017-01-10,
1087,2017-01-11,
1088,2017-01-12,
1089,2017-01-13,
1090,2017-01-17,0.0
1091,2017-01-18,0.0
1092,2017-01-19,
