,station,prcp,name,latitude,longitude,elevation
207,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
208,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
209,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
210,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
211,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
212,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
213,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
214,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
215,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
216,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
217,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
218,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
219,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
220,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
221,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
222,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
223,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
224,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
225,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
226,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
227,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
228,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
229,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
230,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
231,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
232,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
233,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
234,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
235,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
236,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
237,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
238,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
239,USC00519397,0.26,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
240,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
241,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
242,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
243,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
244,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
245,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
246,USC00519397,0.23,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
247,USC00519397,0.32,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
248,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
249,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
250,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
251,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
252,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
253,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
254,USC00519397,0.12,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
255,USC00519397,0.89,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
256,USC00519397,0.26,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
257,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
258,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
259,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
260,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
261,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
262,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
263,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
264,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
265,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
266,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
267,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
268,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
269,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
270,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
271,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
272,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
273,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
274,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
275,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
276,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
277,USC00519397,0.08,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
278,USC00519397,0.13,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
279,USC00519397,0.15,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
280,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
281,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
282,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
283,USC00519397,0.26,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
284,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
285,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
286,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
287,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
288,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
289,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
290,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
291,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
292,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
293,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
294,USC00519397,0.04,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
295,USC00519397,0.08,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
296,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
297,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
298,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
299,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
300,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
301,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
302,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
303,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
304,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
305,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
306,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
307,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
308,USC00519397,0.06,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
309,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
310,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
311,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
312,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
313,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
314,USC00519397,0.08,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
315,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
316,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
